gender,birthday,days_watched,mean_score,watching,completed,on_hold,dropped,plan_to_watch,total_entries,rewatched,episodes_watched,score,genres,keywords,type,episodes,aired,premiered,status,producers,studios,source,duration,rating_y,rank,popularity,favorites,scored_by,members,duration_class,episodes_class,rating
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.74,"Action, Award Winning, Drama, Romance, Sci-Fi","human beings whose biological traits, art military mobile suits known, space colony heliopolis remains neutral, year cosmic era 0071, great war raging across, military organization composed, young soldiers experience, college friends join, kira take control, mobile suits, advanced beings, university student, unaltered people, ship run, seeking shelter, planet earth, mal rewrite, made colonies, kira yamato, five state, final gundam, earth alliance, deep hatred, rebellious coordinators, coordinators drove, zaft manages, space, heliopolis, colony, war, kira, coordinators, zaft, written, thrown, surviving, strike, steal, set, remain, naturals, naturals, man, make, loss, life, horrors, gundams, galaxy, four, effort, disarray, crew, coordinator, comes, birth, battle, attacks, archangel, altered",TV,50.0,"Oct 5, 2002 to Sep 27, 2003",fall,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,24.0,R - 17+ (violence & profanity),1208,1429,3677,99438,178914,standard,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.27,"Action, Award Winning, Mystery, Sci-Fi, Suspense","parties — including section 6 — start, public security section 9, willed major motoko kusanagi, section 9 spearheads, various philosophical questions, technologically advanced metropolis, shift toward globalization, mysterious hacker known, extremely complicated nature, dangerous threats following, motoko soon realizes, almost entirely robotic, puppet master themself, puppet master ,"", puppet master, robotic parts, year 2029, victims stripped, subordinates follow, mal rewrite, like many, incredible power, great improvements, get involved, enigmatic criminal, combating corruption, niihama city, futuristic world, case involving, motoko, world, city, case, written, trail, trail, terrorism, strong, responsible, replace, provide, pondering, one, none, memories, meaning, limbs, life, leaves, interconnected, giving, forcing, ever, due, cybernetics, confront, citizens, body, become, answers, able",Movie,1.0,"Nov 18, 1995",,Finished Airing,"Bandai Visual, Kodansha",Production I.G,Manga,82.0,R+ - Mild Nudity,321,340,13616,346480,670475,long,short,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.78,"Action, Adventure, Sci-Fi","orphan girl named alvis hamilton, even standard airships struggle, organization known solely, last exile follows, famous vanship pilot, ecological disasters destabilize, air current called, couriers entails passing, much greater conflict, guild also arbitrates, warring countries, sky couriers, rated delivery, piloting small, person vanships, mal rewrite, make use, made possible, liquidized form, lavie head, hostile nations, grand stream, get dragged, fly freely, dominant mode, best friend, battleship silvana, absolute authority, claus valca, claudia fluid, two teenagers, conflict, guild, guild, sky, fluid, claus, two, two, written, world, transportation, take, survive, surpassing, son, skies, separates, produced, prester, planet, pits, parents, navigator, moreover, monopoly, might, middle, job, however, high, flight, engines, dream, disputes, disith, crystals, caught, bring, anatoray, adventures",TV,26.0,"Apr 8, 2003 to Sep 30, 2003",spring,Finished Airing,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Original,24.0,PG-13 - Teens 13 or older,1104,1418,1891,72779,181069,standard,long,unknown
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.28,"Action, Fantasy, Sci-Fi","one day achieve peaceful coexistence, mankind faces yet another menace, priest abel nightroad —, agent sister esther blanchett, gentle young nun troubled, ax agents investigate vampire, fierce vampire slayer, two grow closer, rosenkreuz order strive, new human empire, extremist groups like, dark forces working, combat terrorist organizations, cardinal caterina sforza, avoid direct conflict, vatican papal state, ax unit, ax unit, uncover signs, tragic past, seemingly disoriented, related disturbances, malicious schemes, mal rewrite, hearted fellow, following armageddon, continuous confrontations, separate factions, deemed terrans, apocalyptic war, gentle, vatican, unit, war, terrans, factions, written, world, whereas, walk, vampires, vampires, vampires, split, shadows, riddled, rekindle, races, race, plague, path, partner, misfortune, might, methuselah, methuselah, memories, make, led, joining, implemented, humans, hopes, hearts, furthermore, force, despite, confront, brave, begin, battlefield, attempts, amongst, affiliated",TV,24.0,"Apr 29, 2005 to Oct 28, 2005",spring,Finished Airing,,Gonzo,Light novel,24.0,R - 17+ (violence & profanity),2965,1347,1376,82199,192234,standard,long,medium
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,8.28,"Action, Comedy, Romance","meiji kenkaku romantan tells, former assassin temporarily ceases, ten peaceful years since, stumbles across kaoru kamiya, battousai still strikes terror, legendary assassin known, bakumatsu era lived, kaoru allows, final years, war veterans, wandering swordsman, vowing never, unmatched throughout, reformed killer, receiving help, present begin, one day, new ideals, mysteriously disappeared, merciless killer, mal rewrite, japanese revolution, impostor claiming, hitokiri battousai, cheerful attitude, bloodstained lifestyle, rurouni kenshin, kenshin himura, kenshin dedicates, kendo dojo, battousai, battousai, kenshin, kenshin, dojo, written, weak, uphold, unbeknownst, travels, threatened, strong, strives, story, stay, sins, saving, save, repent, protecting, peak, past, need, mention, living, kill, however, hearts, feared, enemies, emerge, effort, country, able, abandoned",TV,94.0,"Jan 10, 1996 to Sep 8, 1998",winter,Finished Airing,"Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,25.0,PG-13 - Teens 13 or older,308,467,10254,243398,512471,long,long,high
Male,,20.5,8.37,4,50,11,11,0,76,0,1179,7.53,"Action, Drama, Romance","oboro must ultimately decide, powerful warlord ieyasu tokugawa, bloody battle royale, 10 best warriors, clan representing one, potential shogunate heirs, kouga ninja clans, tokugawa shogunate, oboro iga, heirs aim, kouga clan, years later, two scrolls, two grandsons, thousand years, mal rewrite, bring peace, blood upon, bitter war, another war, iga clan, two clans, given fighter, gennosuke kouga, next heir, ieyasu, shogunate, kouga, iga, iga, given, gennosuke, clans, clans, clans, clans, heir, heir, written, winning, torn, send, rivalry, resolve, reignited, put, prize, ordered, ordered, names, marriage, marked, love, love, hopes, forced, flames, fighters, fight, favor, fate, fallen, engaged, duty, dragged, dispute, death, dashed, claimed, centuries, ceasefire, arms",TV,24.0,"Apr 13, 2005 to Sep 21, 2005",spring,Finished Airing,"GDH, Kodansha, Sotsu Music Publishing, Future Vision Music",Gonzo,Manga,24.0,R - 17+ (violence & profanity),1871,1316,1441,80266,196883,standard,long,high
,1991-10-24,12.2,7.1,4,31,0,41,0,76,0,744,7.16,"Action, Comedy, Fantasy, Romance","wimpy middle school student, longtime crush risa harada, fated family legacy —, steal valuable works, infamous phantom thief, greatest adversary could, confusion constantly clouding, elusive art thief, unexpected turn, though daisuke, strange heritage, redeeming qualities, mal rewrite, finally decides, dark mousy, daisuke realizes, daisuke niwa, daisuke finds, daisuke finds, 14th birthday, one classmate, risa, family, art, one, written, whenever, unwilling, unaware, transforming, struggling, since, set, relationships, rejected, planning, name, mother, mother, mind, mind, love, long, let, known, however, headed, fight, events, doubt, confess, clumsy, classmates, certainly, boy, born, block",TV,26.0,"Apr 3, 2003 to Sep 25, 2003",spring,Finished Airing,Kadokawa Shoten,Xebec,Manga,23.0,PG-13 - Teens 13 or older,3644,1374,1281,100490,188690,standard,long,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.16,"Action, Horror, Sci-Fi","best friend tetsuo shima, current government — stands, world war iii, psychic powers tears, shoutarou kaneda leads, tetsuo begins, government seeks, government institution, latest psychic, tokyo —, young boy, year 2019, riding large, restored version, mysterious abilities, misfits known, mal rewrite, gang violence, explosion caused, escaping confinement, destructive power, desperate attempt, custom motorcycles, constant conflict, clowns ."", capsules ,"", area rife, city known, shoutarou, leads, tokyo, tokyo, city, city, written, unleashing, terrorism, taken, streets, rivals, quarantine, prevent, prevent, place, order, one, never, neo, knees, japan, ignites, heard, group, fuse, finds, esper, encounter, develop, destruction, custody, could, caught, captured, bring, battles, accident, 1988",Movie,1.0,"Jul 16, 1988",,Finished Airing,"Mainichi Broadcasting System, Kodansha, Pioneer LDC, Bandai, TOHO, Sumitomo, Hakuhodo",Tokyo Movie Shinsha,Manga,124.0,R+ - Mild Nudity,454,208,14402,539408,910963,long,short,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.75,"Action, Award Winning, Sci-Fi","odd child edward wong hau pepelu tivrusky iv, jet black pursue criminals throughout space, beautiful con artist faye valentine, tough bounty hunters, maniacal plot continues, bioengineered welsh corgi, spike must choose, jet manages, year 2071, troubled memories, taking care, settlements like, old wounds, newfound family, new societies, mal rewrite, intergalactic outlaws, humble living, growing number, expanded across, drug use, developing bonds, colorful cast, aloof demeanor, spike spiegel, violent past, criminals, bebop crew, spike, spike, spike, past, bebop, written, working, weight, unravel, timeless, theft, surface, ship, rival, revenge, planets, plagued, murder, menace, meanwhile, make, lives, life, joined, hunted, humanity, haunted, goofy, galaxy, filling, ein, earth, duo, disrupted, crime, catch, beneath",TV,26.0,"Apr 3, 1998 to Apr 24, 1999",spring,Finished Airing,"Bandai Visual, Victor Entertainment, Audio Planning U",Sunrise,Original,24.0,R - 17+ (violence & profanity),48,42,86189,1013780,1963589,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.38,"Action, Sci-Fi","whopping three hundred million woolong price, pursue different leads across alba city, oil tanker suddenly explode, strange disease spreading, often unlucky crew, fairly worthless target, causing mass hysteria, casualties mount due, bounty hunters could, another bounty —, bebop crew springs, another day, supposed perpetrator, scheme involving, reaches much, ragtag team, pharmaceutical company, money problems, mal rewrite, individual investigations, followed closely, bebop, written, witnesses, stake, split, spike, solution, smoke, sight, routine, revealing, realized, plot, placed, mars, lives, life, jet, interrupted, however, head, faye, faye, ein, edward, discover, cover, chasing, blast, action",Movie,1.0,"Sep 1, 2001",,Finished Airing,"Sunrise, Bandai Visual",Bones,Original,115.0,R - 17+ (violence & profanity),210,638,1693,224353,396100,long,short,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.6,"Action, Adventure, Drama, Fantasy, Horror","young traveling mercenary characterized, falcon dominate every battle, two duel yet, two days later, something menacing lurks, guts crushes many, three years, one group, one day, one blow, never stays, mal rewrite, long —, life forever, large groups, large greatsword, immense strength, fresh injuries, black swordsman, become one, accepts jobs, guts wakes, combat prowess, change guts, griffith defeats, confronts griffith, guts loses, loses, guts, guts, guts, guts, guts, guts, falcon, falcon, falcon, falcon, falcon, combat, griffith, griffith, griffith, griffith, written, time, time, threatening, takes, takes, taken, shadows, second, recover, partake, others, offer, money, members, match, man, leadership, leader, known, join, job, interest, inducted, incapacitated, founder, fight, enemies, encounters, duels, due, condition, completing, commanders, carries, camp, battlefield, band, band, band, band, band, band, ambushed",TV,25.0,"Oct 8, 1997 to Apr 1, 1998",fall,Finished Airing,"VAP, Hakusensha, Nippon Television Network",OLM,Manga,23.0,R+ - Mild Nudity,97,302,29745,384481,715799,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.74,"Action, Award Winning, Drama, Romance, Sci-Fi","human beings whose biological traits, art military mobile suits known, space colony heliopolis remains neutral, year cosmic era 0071, great war raging across, military organization composed, young soldiers experience, college friends join, kira take control, mobile suits, advanced beings, university student, unaltered people, ship run, seeking shelter, planet earth, mal rewrite, made colonies, kira yamato, five state, final gundam, earth alliance, deep hatred, rebellious coordinators, coordinators drove, zaft manages, space, heliopolis, colony, war, kira, coordinators, zaft, written, thrown, surviving, strike, steal, set, remain, naturals, naturals, man, make, loss, life, horrors, gundams, galaxy, four, effort, disarray, crew, coordinator, comes, birth, battle, attacks, archangel, altered",TV,50.0,"Oct 5, 2002 to Sep 27, 2003",fall,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,24.0,R - 17+ (violence & profanity),1208,1429,3677,99438,178914,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.78,"Action, Adventure, Sci-Fi","orphan girl named alvis hamilton, even standard airships struggle, organization known solely, last exile follows, famous vanship pilot, ecological disasters destabilize, air current called, couriers entails passing, much greater conflict, guild also arbitrates, warring countries, sky couriers, rated delivery, piloting small, person vanships, mal rewrite, make use, made possible, liquidized form, lavie head, hostile nations, grand stream, get dragged, fly freely, dominant mode, best friend, battleship silvana, absolute authority, claus valca, claudia fluid, two teenagers, conflict, guild, guild, sky, fluid, claus, two, two, written, world, transportation, take, survive, surpassing, son, skies, separates, produced, prester, planet, pits, parents, navigator, moreover, monopoly, might, middle, job, however, high, flight, engines, dream, disputes, disith, crystals, caught, bring, anatoray, adventures",TV,26.0,"Apr 8, 2003 to Sep 30, 2003",spring,Finished Airing,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Original,24.0,PG-13 - Teens 13 or older,1104,1418,1891,72779,181069,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.89,"Drama, Mystery, Suspense","young boy johan liebert instead, seemingly small event changes dr, elite neurosurgeon recently engaged, similar situation arises, poor immigrant worker, nine years later, past comes back, saving brain surgery, instead perform life, hospital director telling, hospital director applaud, tenma — losing, perform surgery, perform surgery, hospital director, hospital director, hospital hierarchy, social standing, serious ramifications, mysterious death, mal rewrite, make amends, life forever, havoc spread, famous performer, comes face, choice leads, tenma stands, tenma saves, kenzou tenma, causing dr, switch patients, fellow doctors, one night, director, —, life, tenma, tenma, tenma, dr, dr, dr, dr, dr, switch, face, doctors, one, one, written, well, way, unfortunately, two, town, someone, saved, restored, released, quest, pursuit, preparing, position, position, operated, must, monster, mayor, however, haunt, ground, goes, gets, fiancée, evidence, embark, dead, daughter, crisis, criminal, convict, conscience, chooses, call, attain, ascending, accomplishment",TV,74.0,"Apr 7, 2004 to Sep 28, 2005",spring,Finished Airing,"VAP, Nippon Television Network",Madhouse,Manga,24.0,R+ - Mild Nudity,22,123,57446,465294,1225941,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.28,"Action, Comedy, Romance","meiji kenkaku romantan tells, former assassin temporarily ceases, ten peaceful years since, stumbles across kaoru kamiya, battousai still strikes terror, legendary assassin known, bakumatsu era lived, kaoru allows, final years, war veterans, wandering swordsman, vowing never, unmatched throughout, reformed killer, receiving help, present begin, one day, new ideals, mysteriously disappeared, merciless killer, mal rewrite, japanese revolution, impostor claiming, hitokiri battousai, cheerful attitude, bloodstained lifestyle, rurouni kenshin, kenshin himura, kenshin dedicates, kendo dojo, battousai, battousai, kenshin, kenshin, dojo, written, weak, uphold, unbeknownst, travels, threatened, strong, strives, story, stay, sins, saving, save, repent, protecting, peak, past, need, mention, living, kill, however, hearts, feared, enemies, emerge, effort, country, able, abandoned",TV,94.0,"Jan 10, 1996 to Sep 8, 1998",winter,Finished Airing,"Aniplex, SME Visual Works, Fuji TV","Gallop, Studio Deen",Manga,25.0,PG-13 - Teens 13 or older,308,467,10254,243398,512471,long,long,medium
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.36,"Action, Adventure, Comedy, Sci-Fi, Ecchi","desert ,"" junko asagiri, breasted desert babes, world long destroyed, great kanto desert, kanto desert, sunabouzu ,"", desert punk, desert people, desert offers, kanto sun, wondrous opportunity, weaknesses —, sweltering wasteland, senseless violence, normal people, masked handyman, mal rewrite, legendary reputation, insatiable lust, inhospitable dunes, fair population, easily swayed, damn thing, crude destruction, chaotic adventures, bizarre cast, apocalyptic japan, always finishing, sunabouzu features, long, sunabouzu, written, without, vixen, survival, spent, sand, ruthless, ruins, remains, post, perversion, personalities, person, one, nothing, nature, name, matter, make, little, like, left, least, learned, large, jobs, however, forged, forefathers, force, following, entertain, discovers, cunning, cost, cling, case, become",TV,24.0,"Oct 6, 2004 to Mar 30, 2005",fall,Finished Airing,"GDH, Pony Canyon, CBC Television, Omnibus Promotion, RKB Mainichi Broadcasting Corporation",Gonzo,Manga,24.0,R - 17+ (violence & profanity),2586,1695,856,56833,146168,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.28,"Action, Fantasy, Sci-Fi","one day achieve peaceful coexistence, mankind faces yet another menace, priest abel nightroad —, agent sister esther blanchett, gentle young nun troubled, ax agents investigate vampire, fierce vampire slayer, two grow closer, rosenkreuz order strive, new human empire, extremist groups like, dark forces working, combat terrorist organizations, cardinal caterina sforza, avoid direct conflict, vatican papal state, ax unit, ax unit, uncover signs, tragic past, seemingly disoriented, related disturbances, malicious schemes, mal rewrite, hearted fellow, following armageddon, continuous confrontations, separate factions, deemed terrans, apocalyptic war, gentle, vatican, unit, war, terrans, factions, written, world, whereas, walk, vampires, vampires, vampires, split, shadows, riddled, rekindle, races, race, plague, path, partner, misfortune, might, methuselah, methuselah, memories, make, led, joining, implemented, humans, hopes, hearts, furthermore, force, despite, confront, brave, begin, battlefield, attempts, amongst, affiliated",TV,24.0,"Apr 29, 2005 to Oct 28, 2005",spring,Finished Airing,,Gonzo,Light novel,24.0,R - 17+ (violence & profanity),2965,1347,1376,82199,192234,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.73,"Action, Adventure, Fantasy","coveted one piece treasure, prized one piece, together embracing perils, sailed dangerous seas, faces numerous challenges, luffy gathers one, although luffy lacks, countless powerful pirates, luffy ends, unbreakable spirit, terrible whirlpool, superhuman ability, resolutely pursues, pirates title, never return, mal rewrite, looking teenager, lifetime adventure, kind companions, formidable adversary, fearsome pirates, ever since, daring everyone, carefree monkey, big smile, barely surviving, ambitious endeavor, proper ship, late king, luffy, pirates, ship, king, written, world, wonders, whereabouts, unmatched, underestimated, stirred, sea, roger, riches, pirate, passing, obtain, naive, many, make, join, inspiration, hoard, gol, face, endowed, disclosing, despite, death, crew, comes, battle, barrel, attack, also, aboard",TV,25.0,"Oct 20, 1999 to ?",fall,Currently Airing,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24.0,PG-13 - Teens 13 or older,51,17,236798,1432316,2519689,standard,long,high
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,8.29,Drama,"looking dog named beck, younger sister maho, two boys launch, slowly becoming interested, older boy leads, fame across japan, dispirited young boy, band called beck, western rock culture, ultimate rock band, popular rock band, helping ray achieve, amazing guitar skills, koyuki meets ray, beck follows, former band, start playing, old yukio, old ryuusuke, meeting place, mal rewrite, local kids, koyuki saves, koyuki decides, former member, emerging guitarist, dazzles koyuki, rock, dog, ray, ray, koyuki, guitar, year, year, written, world, together, tanaka, successes, struggles, strange, spread, owner, minami, members, life, leading, however, harassed, group, group, goals, glamour, fourteen, forming, dream, diner, changes, career, 16",TV,26.0,"Oct 7, 2004 to Mar 31, 2005",fall,Finished Airing,"Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,25.0,R - 17+ (violence & profanity),298,716,8823,146093,359083,long,long,low
Male,1983-10-17,66.2,8.08,8,143,4,4,2,161,2,3948,7.49,"Action, Drama, Sci-Fi","overzealous kadomatsu rescues one, sinking zero fighter, routine military exercises, may forever change, geneon entertainment usa, art aegis system, 1942 — date, commander kadomatsu, transported back, time turns, thus setting, modern battlecruiser, june 4th, japanese fleet, crucial tide, crippling blow, crew pledges, crucial battle, crew, battle, battle, wwii, victims, u, test, submarine, state, source, ship, sealed, scheduled, ripple, ready, past, occurred, newest, never, mirai, mirai, midway, kusaka, japan, instead, however, history, forced, flow, find, fight, fate, events, edited, dealt, chain, anything, alter",TV,26.0,"Oct 8, 2004 to Apr 1, 2005",fall,Finished Airing,"Marvelous Entertainment, Animax, Pony Canyon, TBS",Studio Deen,Manga,24.0,PG-13 - Teens 13 or older,2031,4804,197,8269,24259,standard,long,low
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.29,Drama,"looking dog named beck, younger sister maho, two boys launch, slowly becoming interested, older boy leads, fame across japan, dispirited young boy, band called beck, western rock culture, ultimate rock band, popular rock band, helping ray achieve, amazing guitar skills, koyuki meets ray, beck follows, former band, start playing, old yukio, old ryuusuke, meeting place, mal rewrite, local kids, koyuki saves, koyuki decides, former member, emerging guitarist, dazzles koyuki, rock, dog, ray, ray, koyuki, guitar, year, year, written, world, together, tanaka, successes, struggles, strange, spread, owner, minami, members, life, leading, however, harassed, group, group, goals, glamour, fourteen, forming, dream, diner, changes, career, 16",TV,26.0,"Oct 7, 2004 to Mar 31, 2005",fall,Finished Airing,"Marvelous Entertainment, Starchild Records, Asatsu DK, Kodansha",Madhouse,Manga,25.0,R - 17+ (violence & profanity),298,716,8823,146093,359083,long,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.59,"Action, Comedy, Sci-Fi","kurz weber must secretly protect kaname chidori —, unconsciously holds breakthrough scientific knowledge, covert military institution using state, actions frequently make kaname suspicious, poor social skills lead, superior officer melissa mao, vicious mastermind behind, attract unnecessary attention, combat terrorist operations, sergeants sousuke sagara, ensure kaname, terrorist ambush, kurz, sousuke enrolls, sousuke abandons, complicates sousuke, whispered ""—, teenage girl, specialized team, sensitive mission, organizations pursuing, militaristic upbringing, mal rewrite, kaname, intelligence agencies, high school, earnest attempts, difficult adjustment, closely monitor, civilian life, art technology, melissa, written, task, safety, remotely, recognizing, orders, one, mithril, however, fulfill, duty, despite, considered, command, classmates, assist, assigns, assault, abilities",TV,24.0,"Jan 8, 2002 to Jun 18, 2002",winter,Finished Airing,"Kadokawa Shoten, KlockWorx",Gonzo,Light novel,24.0,R - 17+ (violence & profanity),1640,466,4419,246955,514078,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,8.6,"Action, Adventure, Drama, Fantasy, Horror","young traveling mercenary characterized, falcon dominate every battle, two duel yet, two days later, something menacing lurks, guts crushes many, three years, one group, one day, one blow, never stays, mal rewrite, long —, life forever, large groups, large greatsword, immense strength, fresh injuries, black swordsman, become one, accepts jobs, guts wakes, combat prowess, change guts, griffith defeats, confronts griffith, guts loses, loses, guts, guts, guts, guts, guts, guts, falcon, falcon, falcon, falcon, falcon, combat, griffith, griffith, griffith, griffith, written, time, time, threatening, takes, takes, taken, shadows, second, recover, partake, others, offer, money, members, match, man, leadership, leader, known, join, job, interest, inducted, incapacitated, founder, fight, enemies, encounters, duels, due, condition, completing, commanders, carries, camp, battlefield, band, band, band, band, band, band, ambushed",TV,25.0,"Oct 8, 1997 to Apr 1, 1998",fall,Finished Airing,"VAP, Hakusensha, Nippon Television Network",OLM,Manga,23.0,R+ - Mild Nudity,97,302,29745,384481,715799,standard,long,medium
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.74,"Action, Award Winning, Drama, Romance, Sci-Fi","human beings whose biological traits, art military mobile suits known, space colony heliopolis remains neutral, year cosmic era 0071, great war raging across, military organization composed, young soldiers experience, college friends join, kira take control, mobile suits, advanced beings, university student, unaltered people, ship run, seeking shelter, planet earth, mal rewrite, made colonies, kira yamato, five state, final gundam, earth alliance, deep hatred, rebellious coordinators, coordinators drove, zaft manages, space, heliopolis, colony, war, kira, coordinators, zaft, written, thrown, surviving, strike, steal, set, remain, naturals, naturals, man, make, loss, life, horrors, gundams, galaxy, four, effort, disarray, crew, coordinator, comes, birth, battle, attacks, archangel, altered",TV,50.0,"Oct 5, 2002 to Sep 27, 2003",fall,Finished Airing,"Sotsu, Asatsu DK, Mainichi Broadcasting System, Sony Music Entertainment, Atelier Musa",Sunrise,Original,24.0,R - 17+ (violence & profanity),1208,1429,3677,99438,178914,standard,long,medium
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.78,"Action, Adventure, Sci-Fi","orphan girl named alvis hamilton, even standard airships struggle, organization known solely, last exile follows, famous vanship pilot, ecological disasters destabilize, air current called, couriers entails passing, much greater conflict, guild also arbitrates, warring countries, sky couriers, rated delivery, piloting small, person vanships, mal rewrite, make use, made possible, liquidized form, lavie head, hostile nations, grand stream, get dragged, fly freely, dominant mode, best friend, battleship silvana, absolute authority, claus valca, claudia fluid, two teenagers, conflict, guild, guild, sky, fluid, claus, two, two, written, world, transportation, take, survive, surpassing, son, skies, separates, produced, prester, planet, pits, parents, navigator, moreover, monopoly, might, middle, job, however, high, flight, engines, dream, disputes, disith, crystals, caught, bring, anatoray, adventures",TV,26.0,"Apr 8, 2003 to Sep 30, 2003",spring,Finished Airing,"GDH, Victor Entertainment, TV Tokyo Music",Gonzo,Original,24.0,PG-13 - Teens 13 or older,1104,1418,1891,72779,181069,standard,long,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.95,"Action, Comedy, Drama","nanoha takamachi happily returns, young girl named vita, raising heart suddenly calls, time administration bureau, steal magical power, scattered jewel seeds, mysterious cartridge system, exchanging video messages, added magic practice, quickly overwhelm nanoha, nanoha eagerly awaits, room one day, fellow knights shamal, sinister purpose, mal rewrite, lost logia, intelligent device, incoming attack, fate testarossa, everyday life, completely crushed, belka knight, nanoha, vita, calls, one, knights, zafila, written, warns, using, though, studying, strength, step, speak, space, solving, signum, proves, person, order, morning, mission, mages, luckily, incident, darkness, darkness, crew, complete, chance, book, book, attacker, arthra, able",TV,13.0,"Oct 2, 2005 to Dec 25, 2005",fall,Finished Airing,"Starchild Records, Omnibus Promotion",Seven Arcs,Original,25.0,PG-13 - Teens 13 or older,744,2851,1014,34954,67937,long,medium,high
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.27,"Comedy, Drama, Fantasy","arika must make many sacrifices, mashiro blan de windbloom, arika yumemiya enrolls, arika soon realizes, arika quickly adjusts, arika makes friends, unsavory political dealings, navigating social relationships, highest rank responsible, days eagerly training, bestows destructive abilities, advanced materializing equipment, arika also wishes, numerous personal dilemmas, distinguished otome student, truly wishes, personal bodyguard, virgin girl, super weapon, specific nation, nina wáng, mal rewrite, current princess, otome —, meister otome, garderobe academy, windbloom, otome, otome, otome, academy, academy, written, use, spends, skills, side, process, mother, kingdom, kingdom, however, hime, highly, goals, fraught, find, environment, developing, dangers, bombarded, becoming, become, attending, assigned, achieve, able",TV,26.0,"Oct 7, 2005 to Mar 31, 2006",fall,Finished Airing,"Bandai Visual, Lantis, TV Tokyo Music",Sunrise,Original,23.0,PG-13 - Teens 13 or older,3035,3249,312,26021,53110,standard,long,low
Male,1989-06-10,48.7,7.18,5,156,42,20,113,336,0,3027,7.01,"Comedy, Fantasy, Romance, Ecchi","normal young high school student attending verbena academy, days living peacefully, childhood friend kaede, next door neighbors, demons coexist together, upperclassmen asa, present times, playful friendship, one day, hands dealing, families move, cute primula, tsuchimi rin, door, demons, demons, rin, rin, rin, worlds, unexpectedly, spending, silent, sia, past, opened, nerine, navel, much, met, love, king, king, humans, gods, gods, gods, girls, eroge, encounter, deeply, daughter, daughter, based, apparently, along, affections",TV,24.0,"Jul 8, 2005 to Jan 6, 2006",summer,Finished Airing,"Xebec, Lantis, Kadokawa Shoten, KlockWorx, Memory-Tech",asread.,Visual novel,24.0,R+ - Mild Nudity,4389,912,1465,137860,286193,standard,long,low
Male,,12.5,8.71,4,15,0,0,5,24,0,745,8.73,"Action, Adventure, Fantasy","coveted one piece treasure, prized one piece, together embracing perils, sailed dangerous seas, faces numerous challenges, luffy gathers one, although luffy lacks, countless powerful pirates, luffy ends, unbreakable spirit, terrible whirlpool, superhuman ability, resolutely pursues, pirates title, never return, mal rewrite, looking teenager, lifetime adventure, kind companions, formidable adversary, fearsome pirates, ever since, daring everyone, carefree monkey, big smile, barely surviving, ambitious endeavor, proper ship, late king, luffy, pirates, ship, king, written, world, wonders, whereabouts, unmatched, underestimated, stirred, sea, roger, riches, pirate, passing, obtain, naive, many, make, join, inspiration, hoard, gol, face, endowed, disclosing, despite, death, crew, comes, battle, barrel, attack, also, aboard",TV,25.0,"Oct 20, 1999 to ?",fall,Currently Airing,"Fuji TV, TAP, Shueisha",Toei Animation,Manga,24.0,PG-13 - Teens 13 or older,51,17,236798,1432316,2519689,standard,long,high
